run	sample	study	bioproject	biosample	center	releasedate	platform	instrument	librarylayout	libraryselection	assay_type	mbases
SRR040579	SRS023617	SRP002395	PRJNA48333	SAMN00044835	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR040580	SRS016529	SRP002395	PRJNA48333	SAMN00037747	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040650	SRS017533	SRP002395	PRJNA48333	SAMN00038751	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR040656	SRS016529	SRP002395	PRJNA48333	SAMN00037747	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040670	SRS013502	SRP002395	PRJNA48333	SAMN00034720	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR040686	SRS013502	SRP002395	PRJNA48333	SAMN00034720	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR040710	SRS017533	SRP002395	PRJNA48333	SAMN00038751	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR040741	SRS013234	SRP002395	PRJNA48333	SAMN00034452	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040772	SRS023617	SRP002395	PRJNA48333	SAMN00044835	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR040781	SRS024580	SRP002395	PRJNA48333	SAMN00045798	BI	2010-04-29	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040853	SRS058770	SRP002395	PRJNA48333	SAMN10657908	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040886	SRS017307	SRP002395	PRJNA48333	SAMN00038525	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040913	SRS017701	SRP002395	PRJNA48333	SAMN00038919	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR040921	SRS057692	SRP002395	PRJNA48333	SAMN00077701	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040925	SRS018133	SRP002395	PRJNA48333	SAMN10657930	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040926	SRS018145	SRP002395	PRJNA48333	SAMN00039363	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR040944	SRS023971	SRP002395	PRJNA48333	SAMN00045189	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	2
SRR040978	SRS017713	SRP002395	PRJNA48333	SAMN00038931	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041032	SRS017103	SRP002395	PRJNA48333	SAMN00038321	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041050	SRS017521	SRP002395	PRJNA48333	SAMN10657905	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041118	SRS018427	SRP002395	PRJNA48333	SAMN00039645	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041132	SRS024331	SRP002395	PRJNA48333	SAMN00045549	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041135	SRS020233	SRP002395	PRJNA48333	SAMN00041451	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041171	SRS024388	SRP002395	PRJNA48333	SAMN00045606	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	2
SRR041174	SRS018439	SRP002395	PRJNA48333	SAMN00039657	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041243	SRS024625	SRP002395	PRJNA48333	SAMN00045843	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041244	SRS024637	SRP002395	PRJNA48333	SAMN00045855	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041276	SRS023557	SRP002395	PRJNA48333	SAMN00044775	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041310	SRS017821	SRP002395	PRJNA48333	SAMN00039039	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041333	SRS016954	SRP002395	PRJNA48333	SAMN00038172	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041426	SRS043701	SRP002395	PRJNA48333	SAMN00063710	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041435	SRS017191	SRP002395	PRJNA48333	SAMN00038409	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041447	SRS017209	SRP002395	PRJNA48333	SAMN00038427	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041461	SRS016753	SRP002395	PRJNA48333	SAMN00037971	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041510	SRS013705	SRP002395	PRJNA48333	SAMN00034923	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041527	SRS013687	SRP002395	PRJNA48333	SAMN00034905	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041529	SRS021484	SRP002395	PRJNA48333	SAMN00042702	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	2
SRR041542	SRS020869	SRP002395	PRJNA48333	SAMN00042087	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041582	SRS021496	SRP002395	PRJNA48333	SAMN00042714	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041629	SRS023914	SRP002395	PRJNA48333	SAMN00045132	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041633	SRS023926	SRP002395	PRJNA48333	SAMN00045144	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041700	SRS017521	SRP002395	PRJNA48333	SAMN10657905	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041730	SRS024277	SRP002395	PRJNA48333	SAMN00045495	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041734	SRS022621	SRP002395	PRJNA48333	SAMN00043839	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041765	SRS017103	SRP002395	PRJNA48333	SAMN00038321	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR041766	SRS020233	SRP002395	PRJNA48333	SAMN00041451	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041777	SRS022609	SRP002395	PRJNA48333	SAMN00043827	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR041801	SRS024331	SRP002395	PRJNA48333	SAMN00045549	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR041844	SRS024277	SRP002395	PRJNA48333	SAMN00045495	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041852	SRS022609	SRP002395	PRJNA48333	SAMN00043827	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR041890	SRS023176	SRP002395	PRJNA48333	SAMN00044394	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041911	SRS024265	SRP002395	PRJNA48333	SAMN10657909	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041948	SRS022621	SRP002395	PRJNA48333	SAMN00043839	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR041953	SRS023176	SRP002395	PRJNA48333	SAMN00044394	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041961	SRS024388	SRP002395	PRJNA48333	SAMN00045606	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR041977	SRS018427	SRP002395	PRJNA48333	SAMN00039645	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR041984	SRS018439	SRP002395	PRJNA48333	SAMN00039657	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR042014	SRS024265	SRP002395	PRJNA48333	SAMN10657909	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR042899	SRS016585	SRP002395	PRJNA48333	SAMN00037803	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	0
SRR043026	SRS017521	SRP002395	PRJNA48333	SAMN10657905	BI	2010-05-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR043223	SRS016585	SRP002395	PRJNA48333	SAMN00037803	BI	2010-05-26	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	0
SRR043249	SRS016585	SRP002395	PRJNA48333	SAMN00037803	BI	2010-05-26	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	0
SRR043264	SRS024388	SRP002395	PRJNA48333	SAMN00045606	BI	2010-05-26	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	0
SRR043286	SRS024388	SRP002395	PRJNA48333	SAMN00045606	BI	2010-05-26	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	0
SRR043613	SRS050422	SRP002395	PRJNA48333	SAMN00070431	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	9
SRR043639	SRS014287	SRP002395	PRJNA48333	SAMN00035505	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR043643	SRS047219	SRP002395	PRJNA48333	SAMN00067228	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR043652	SRS015395	SRP002395	PRJNA48333	SAMN00036613	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR043675	SRS014923	SRP002395	PRJNA48333	SAMN00036141	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR043686	SRS015133	SRP002395	PRJNA48333	SAMN00036351	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR043727	SRS015854	SRP002395	PRJNA48333	SAMN00037072	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	9
SRR043731	SRS015190	SRP002395	PRJNA48333	SAMN00036408	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR043760	SRS015854	SRP002395	PRJNA48333	SAMN00037072	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR043974	SRS019787	SRP002395	PRJNA48333	SAMN00041005	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR043980	SRS019787	SRP002395	PRJNA48333	SAMN00041005	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	2
SRR043983	SRS015578	SRP002395	PRJNA48333	SAMN10657921	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044021	SRS015578	SRP002395	PRJNA48333	SAMN10657921	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044054	SRS016267	SRP002395	PRJNA48333	SAMN00037485	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044064	SRS048870	SRP002395	PRJNA48333	SAMN00068879	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044087	SRS015960	SRP002395	PRJNA48333	SAMN00037178	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044091	SRS016267	SRP002395	PRJNA48333	SAMN00037485	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044103	SRS048870	SRP002395	PRJNA48333	SAMN00068879	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044119	SRS015960	SRP002395	PRJNA48333	SAMN00037178	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044131	SRS015762	SRP002395	PRJNA48333	SAMN00036980	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044139	SRS015782	SRP002395	PRJNA48333	SAMN00037000	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044156	SRS016018	SRP002395	PRJNA48333	SAMN00037236	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044161	SRS015663	SRP002395	PRJNA48333	SAMN00036881	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR044181	SRS016002	SRP002395	PRJNA48333	SAMN00037220	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	8
SRR044216	SRS015782	SRP002395	PRJNA48333	SAMN00037000	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044251	SRS016018	SRP002395	PRJNA48333	SAMN00037236	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044252	SRS016056	SRP002395	PRJNA48333	SAMN10657920	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044257	SRS015663	SRP002395	PRJNA48333	SAMN00036881	WUGSC	2010-05-18	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR044274	SRS016002	SRP002395	PRJNA48333	SAMN00037220	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044311	SRS019894	SRP002395	PRJNA48333	SAMN00041112	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044317	SRS016095	SRP002395	PRJNA48333	SAMN00037313	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044332	SRS018739	SRP002395	PRJNA48333	SAMN00039957	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044342	SRS018591	SRP002395	PRJNA48333	SAMN00039809	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044343	SRS016203	SRP002395	PRJNA48333	SAMN00037421	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044344	SRS016335	SRP002395	PRJNA48333	SAMN00037553	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044347	SRS019910	SRP002395	PRJNA48333	SAMN00041128	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044356	SRS016319	SRP002395	PRJNA48333	SAMN00037537	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044360	SRS019267	SRP002395	PRJNA48333	SAMN00040485	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044381	SRS016225	SRP002395	PRJNA48333	SAMN00037443	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044391	SRS019894	SRP002395	PRJNA48333	SAMN00041112	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044395	SRS016095	SRP002395	PRJNA48333	SAMN00037313	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044410	SRS018739	SRP002395	PRJNA48333	SAMN00039957	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044422	SRS018591	SRP002395	PRJNA48333	SAMN00039809	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044423	SRS016203	SRP002395	PRJNA48333	SAMN00037421	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044424	SRS016335	SRP002395	PRJNA48333	SAMN00037553	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044428	SRS019910	SRP002395	PRJNA48333	SAMN00041128	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044435	SRS016319	SRP002395	PRJNA48333	SAMN00037537	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044439	SRS019267	SRP002395	PRJNA48333	SAMN00040485	WUGSC	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044768	SRS011529	SRP002395	PRJNA48333	SAMN10658877	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR044798	SRS011452	SRP002395	PRJNA48333	SAMN10658394	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044803	SRS011405	SRP002395	PRJNA48333	SAMN00032842	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044826	SRS011586	SRP002395	PRJNA48333	SAMN00033023	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR044827	SRS011271	SRP002395	PRJNA48333	SAMN00032708	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044912	SRS011529	SRP002395	PRJNA48333	SAMN10658877	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044944	SRS011452	SRP002395	PRJNA48333	SAMN10658394	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044948	SRS011405	SRP002395	PRJNA48333	SAMN00032842	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR044971	SRS011586	SRP002395	PRJNA48333	SAMN00033023	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044974	SRS011271	SRP002395	PRJNA48333	SAMN00032708	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR044994	SRS011529	SRP002395	PRJNA48333	SAMN10658877	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR045050	SRS011586	SRP002395	PRJNA48333	SAMN00033023	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR045051	SRS011271	SRP002395	PRJNA48333	SAMN00032708	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045294	SRS011529	SRP002395	PRJNA48333	SAMN10658877	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045327	SRS011452	SRP002395	PRJNA48333	SAMN10658394	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045344	SRS011586	SRP002395	PRJNA48333	SAMN00033023	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR045506	SRS014287	SRP002395	PRJNA48333	SAMN00035505	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR045516	SRS019582	SRP002395	PRJNA48333	SAMN00040800	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR045535	SRS014271	SRP002395	PRJNA48333	SAMN00035489	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	8
SRR045542	SRS047219	SRP002395	PRJNA48333	SAMN00067228	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR045544	SRS050422	SRP002395	PRJNA48333	SAMN00070431	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR045558	SRS014287	SRP002395	PRJNA48333	SAMN00035505	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR045562	SRS019582	SRP002395	PRJNA48333	SAMN00040800	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	8
SRR045570	SRS014271	SRP002395	PRJNA48333	SAMN00035489	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	10
SRR045573	SRS047219	SRP002395	PRJNA48333	SAMN00067228	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	10
SRR045575	SRS050422	SRP002395	PRJNA48333	SAMN00070431	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR045623	SRS019582	SRP002395	PRJNA48333	SAMN00040800	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR045624	SRS014271	SRP002395	PRJNA48333	SAMN00035489	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045628	SRS050422	SRP002395	PRJNA48333	SAMN00070431	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR045664	SRS014287	SRP002395	PRJNA48333	SAMN00035505	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR045665	SRS047219	SRP002395	PRJNA48333	SAMN00067228	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR045675	SRS015395	SRP002395	PRJNA48333	SAMN00036613	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR045709	SRS014923	SRP002395	PRJNA48333	SAMN00036141	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR045715	SRS014613	SRP002395	PRJNA48333	SAMN00035831	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045722	SRS015133	SRP002395	PRJNA48333	SAMN00036351	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR045861	SRS018791	SRP002395	PRJNA48333	SAMN00040009	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR045867	SRS018817	SRP002395	PRJNA48333	SAMN00040035	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR045919	SRS014235	SRP002395	PRJNA48333	SAMN10657924	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045932	SRS049389	SRP002395	PRJNA48333	SAMN00069398	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045933	SRS049959	SRP002395	PRJNA48333	SAMN00069968	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR045945	SRS019685	SRP002395	PRJNA48333	SAMN10657923	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR046038	SRS042643	SRP002395	PRJNA48333	SAMN00062652	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	26
SRR046056	SRS053335	SRP002395	PRJNA48333	SAMN00073344	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	9
SRR046200	SRS018817	SRP002395	PRJNA48333	SAMN00040035	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	3
SRR046214	SRS049389	SRP002395	PRJNA48333	SAMN00069398	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR046215	SRS049959	SRP002395	PRJNA48333	SAMN00069968	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR046224	SRS019685	SRP002395	PRJNA48333	SAMN10657923	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR046237	SRS011405	SRP002395	PRJNA48333	SAMN00032842	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR046311	SRS064276	SRP002395	PRJNA48333	SAMN00083300	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR046345	SRS043411	SRP002395	PRJNA48333	SAMN00063420	WUGSC	2010-05-20	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR046347	SRS064276	SRP002395	PRJNA48333	SAMN00083300	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR046376	SRS051031	SRP002395	PRJNA48333	SAMN00071040	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR046427	SRS054590	SRP002395	PRJNA48333	SAMN00074599	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	14
SRR046441	SRS052697	SRP002395	PRJNA48333	SAMN00072706	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	26
SRR046542	SRS064557	SRP002395	PRJNA48333	SAMN00083581	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
SRR046548	SRS065278	SRP002395	PRJNA48333	SAMN00084302	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR046659	SRS063985	SRP002395	PRJNA48333	SAMN00083009	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	4
SRR046698	SRS054590	SRP002395	PRJNA48333	SAMN00074599	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	7
SRR046741	SRS062544	SRP002395	PRJNA48333	SAMN00081568	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	5
SRR046745	SRS064557	SRP002395	PRJNA48333	SAMN00083581	WUGSC	2010-05-19	LS454	454 GS FLX Titanium	SINGLE	PCR	AMPLICON	6
