run	sample	study	bioproject	biosample	center	releasedate	platform	instrument	librarylayout	libraryselection	assay_type	mbases
SRR061456	SRS019397	SRP002163	PRJNA48479	SAMN00040615	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5871
SRR061457	SRS064423	SRP002163	PRJNA48479	SAMN00083447	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5227
SRR061458	SRS019219	SRP002163	PRJNA48479	SAMN00040437	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5829
SRR061459	SRS019397	SRP002163	PRJNA48479	SAMN00040615	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6097
SRR061484	SRS050422	SRP002163	PRJNA48479	SAMN00070431	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5115
SRR061485	SRS062540	SRP002163	PRJNA48479	SAMN00081564	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5002
SRR061486	SRS050422	SRP002163	PRJNA48479	SAMN00070431	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5109
SRR061487	SRS053854	SRP002163	PRJNA48479	SAMN00073863	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5764
SRR061488	SRS062540	SRP002163	PRJNA48479	SAMN00081564	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4981
SRR061490	SRS047824	SRP002163	PRJNA48479	SAMN00067833	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5962
SRR061492	SRS047824	SRP002163	PRJNA48479	SAMN00067833	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5969
SRR061493	SRS053854	SRP002163	PRJNA48479	SAMN00073863	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5785
SRR061494	SRS016267	SRP002163	PRJNA48479	SAMN00037485	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5860
SRR061495	SRS016267	SRP002163	PRJNA48479	SAMN00037485	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5862
SRR061496	SRS015854	SRP002163	PRJNA48479	SAMN00037072	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5872
SRR061497	SRS015854	SRP002163	PRJNA48479	SAMN00037072	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5840
SRR061498	SRS064774	SRP002163	PRJNA48479	SAMN00083798	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5584
SRR061499	SRS019685	SRP002163	PRJNA48479	SAMN10657923	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6398
SRR061500	SRS064774	SRP002163	PRJNA48479	SAMN00083798	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5560
SRR061501	SRS057205	SRP002163	PRJNA48479	SAMN00077214	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5718
SRR061502	SRS057205	SRP002163	PRJNA48479	SAMN00077214	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5712
SRR061503	SRS019787	SRP002163	PRJNA48479	SAMN00041005	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6149
SRR061505	SRS019787	SRP002163	PRJNA48479	SAMN00041005	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6158
SRR061507	SRS019685	SRP002163	PRJNA48479	SAMN10657923	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6442
SRR061508	SRS018656	SRP002163	PRJNA48479	SAMN00039874	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	2760
SRR061509	SRS015941	SRP002163	PRJNA48479	SAMN00037159	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5761
SRR061510	SRS018656	SRP002163	PRJNA48479	SAMN00039874	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	2742
SRR061514	SRS015941	SRP002163	PRJNA48479	SAMN00037159	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5745
SRR061515	SRS016037	SRP002163	PRJNA48479	SAMN00037255	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5901
SRR061516	SRS016037	SRP002163	PRJNA48479	SAMN00037255	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5936
SRR061540	SRS016086	SRP002163	PRJNA48479	SAMN00037304	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4250
SRR061545	SRS016086	SRP002163	PRJNA48479	SAMN00037304	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4287
SRR061548	SRS015209	SRP002163	PRJNA48479	SAMN00036427	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6965
SRR061550	SRS015209	SRP002163	PRJNA48479	SAMN00036427	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6916
SRR061553	SRS044373	SRP002163	PRJNA48479	SAMN00064382	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5929
SRR061554	SRS044373	SRP002163	PRJNA48479	SAMN00064382	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5888
SRR061555	SRS043001	SRP002163	PRJNA48479	SAMN00063010	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6858
SRR061556	SRS043001	SRP002163	PRJNA48479	SAMN00063010	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6856
SRR061557	SRS014235	SRP002163	PRJNA48479	SAMN10657924	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5482
SRR061558	SRS014235	SRP002163	PRJNA48479	SAMN10657924	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5529
SRR061568	SRS018575	SRP002163	PRJNA48479	SAMN00039793	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5146
SRR061569	SRS018575	SRP002163	PRJNA48479	SAMN00039793	WUGSC	2010-08-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5156
SRR061570	SRS054956	SRP002163	PRJNA48479	SAMN00074965	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5300
SRR061572	SRS045713	SRP002163	PRJNA48479	SAMN10657925	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6494
SRR061573	SRS057539	SRP002163	PRJNA48479	SAMN00077548	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6160
SRR061574	SRS054956	SRP002163	PRJNA48479	SAMN00074965	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5349
SRR061575	SRS050244	SRP002163	PRJNA48479	SAMN00070253	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6708
SRR061581	SRS053398	SRP002163	PRJNA48479	SAMN10657926	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5703
SRR061583	SRS045713	SRP002163	PRJNA48479	SAMN10657925	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6500
SRR061584	SRS050244	SRP002163	PRJNA48479	SAMN00070253	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6630
SRR061585	SRS048411	SRP002163	PRJNA48479	SAMN00068420	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6512
SRR061586	SRS053398	SRP002163	PRJNA48479	SAMN10657926	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5828
SRR061587	SRS054687	SRP002163	PRJNA48479	SAMN00074696	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5957
SRR061588	SRS054687	SRP002163	PRJNA48479	SAMN00074696	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6065
SRR061589	SRS057539	SRP002163	PRJNA48479	SAMN00077548	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6178
SRR061590	SRS048411	SRP002163	PRJNA48479	SAMN00068420	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6570
SRR061689	SRS024075	SRP002163	PRJNA48479	SAMN00045293	BCM	2010-08-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4231
SRR061690	SRS024075	SRP002163	PRJNA48479	SAMN00045293	BCM	2010-08-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4345
SRR061691	SRS024075	SRP002163	PRJNA48479	SAMN00045293	BCM	2010-08-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6058
SRR061692	SRS016501	SRP002163	PRJNA48479	SAMN00037719	BCM	2010-08-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5997
SRR061693	SRS016501	SRP002163	PRJNA48479	SAMN00037719	BCM	2010-08-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6367
SRR061694	SRS077736	SRP002163	PRJNA48479	SAMN00087903	BCM	2010-08-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4844
SRR061695	SRS077736	SRP002163	PRJNA48479	SAMN00087903	BCM	2010-08-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4897
SRR061696	SRS077736	SRP002163	PRJNA48479	SAMN00087903	BCM	2010-08-30	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4479
SRR061730	SRS055982	SRP002163	PRJNA48479	SAMN10657927	BCM	2010-08-07	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	818
SRR061731	SRS055982	SRP002163	PRJNA48479	SAMN10657927	BCM	2010-08-07	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	701
SRR061919	SRS016954	SRP002163	PRJNA48479	SAMN00038172	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7571
SRR061920	SRS016954	SRP002163	PRJNA48479	SAMN00038172	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7657
SRR061929	SRS024625	SRP002163	PRJNA48479	SAMN00045843	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6768
SRR061930	SRS024625	SRP002163	PRJNA48479	SAMN00045843	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6959
SRR061937	SRS017713	SRP002163	PRJNA48479	SAMN00038931	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6873
SRR061938	SRS017713	SRP002163	PRJNA48479	SAMN00038931	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6924
SRR061939	SRS013234	SRP002163	PRJNA48479	SAMN00034452	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7155
SRR061940	SRS013234	SRP002163	PRJNA48479	SAMN00034452	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7347
SRR061953	SRS013502	SRP002163	PRJNA48479	SAMN00034720	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7371
SRR061954	SRS013502	SRP002163	PRJNA48479	SAMN00034720	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7448
SRR061955	SRS023557	SRP002163	PRJNA48479	SAMN00044775	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7384
SRR061956	SRS023557	SRP002163	PRJNA48479	SAMN00044775	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7461
SRR061973	SRS018133	SRP002163	PRJNA48479	SAMN10657930	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6970
SRR061974	SRS018133	SRP002163	PRJNA48479	SAMN10657930	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7364
SRR061983	SRS017533	SRP002163	PRJNA48479	SAMN00038751	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7131
SRR061984	SRS017533	SRP002163	PRJNA48479	SAMN00038751	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6987
SRR061997	SRS024580	SRP002163	PRJNA48479	SAMN00045798	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7660
SRR061998	SRS024580	SRP002163	PRJNA48479	SAMN00045798	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7727
SRR062003	SRS016529	SRP002163	PRJNA48479	SAMN00037747	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7710
SRR062004	SRS016529	SRP002163	PRJNA48479	SAMN00037747	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7911
SRR062047	SRS017209	SRP002163	PRJNA48479	SAMN00038427	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6177
SRR062048	SRS017209	SRP002163	PRJNA48479	SAMN00038427	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6162
SRR062053	SRS011140	SRP002163	PRJNA48479	SAMN00032577	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6459
SRR062054	SRS011140	SRP002163	PRJNA48479	SAMN00032577	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6347
SRR062064	SRS017533	SRP002163	PRJNA48479	SAMN00038751	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4924
SRR062065	SRS017533	SRP002163	PRJNA48479	SAMN00038751	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5020
SRR062070	SRS023617	SRP002163	PRJNA48479	SAMN00044835	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5161
SRR062071	SRS023617	SRP002163	PRJNA48479	SAMN00044835	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5148
SRR062281	SRS019327	SRP002163	PRJNA48479	SAMN00040545	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5866
SRR062282	SRS015057	SRP002163	PRJNA48479	SAMN00036275	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7142
SRR062283	SRS015057	SRP002163	PRJNA48479	SAMN00036275	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7169
SRR062298	SRS019029	SRP002163	PRJNA48479	SAMN00040247	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6067
SRR062299	SRS013950	SRP002163	PRJNA48479	SAMN00035168	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5912
SRR062302	SRS019029	SRP002163	PRJNA48479	SAMN00040247	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6057
SRR062303	SRS013950	SRP002163	PRJNA48479	SAMN00035168	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5651
SRR062305	SRS019327	SRP002163	PRJNA48479	SAMN00040545	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5930
SRR062306	SRS014470	SRP002163	PRJNA48479	SAMN00035688	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5904
SRR062308	SRS014470	SRP002163	PRJNA48479	SAMN00035688	WUGSC	2010-08-17	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5884
SRR062309	SRS015644	SRP002163	PRJNA48479	SAMN00036862	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4984
SRR062310	SRS042131	SRP002163	PRJNA48479	SAMN00062140	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5280
SRR062313	SRS015644	SRP002163	PRJNA48479	SAMN00036862	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5024
SRR062316	SRS042131	SRP002163	PRJNA48479	SAMN00062140	WUGSC	2010-08-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5302
SRR062320	SRS015065	SRP002163	PRJNA48479	SAMN00036283	WUGSC	2010-07-29	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4286
SRR062321	SRS014459	SRP002163	PRJNA48479	SAMN00035677	WUGSC	2010-07-29	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	3511
SRR062322	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-07-29	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	3896
SRR062323	SRS013951	SRP002163	PRJNA48479	SAMN00035169	WUGSC	2010-07-30	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4147
SRR062324	SRS019161	SRP002163	PRJNA48479	SAMN00040379	WUGSC	2010-07-29	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4349
SRR062328	SRS057355	SRP002163	PRJNA48479	SAMN00077364	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6346
SRR062329	SRS057355	SRP002163	PRJNA48479	SAMN00077364	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6328
SRR062339	SRS013950	SRP002163	PRJNA48479	SAMN00035168	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5994
SRR062343	SRS013950	SRP002163	PRJNA48479	SAMN00035168	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5940
SRR062346	SRS019894	SRP002163	PRJNA48479	SAMN00041112	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5820
SRR062347	SRS062544	SRP002163	PRJNA48479	SAMN00081568	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6662
SRR062348	SRS051882	SRP002163	PRJNA48479	SAMN00071891	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5618
SRR062349	SRS014573	SRP002163	PRJNA48479	SAMN00035791	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5346
SRR062350	SRS018817	SRP002163	PRJNA48479	SAMN00040035	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6494
SRR062351	SRS014477	SRP002163	PRJNA48479	SAMN00035695	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5964
SRR062355	SRS018817	SRP002163	PRJNA48479	SAMN00040035	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6457
SRR062360	SRS014573	SRP002163	PRJNA48479	SAMN00035791	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5331
SRR062374	SRS019045	SRP002163	PRJNA48479	SAMN00040263	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5484
SRR062375	SRS019582	SRP002163	PRJNA48479	SAMN00040800	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4768
SRR062376	SRS048870	SRP002163	PRJNA48479	SAMN00068879	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5765
SRR062377	SRS019389	SRP002163	PRJNA48479	SAMN00040607	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	3069
SRR062378	SRS019389	SRP002163	PRJNA48479	SAMN00040607	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	3070
SRR062380	SRS047219	SRP002163	PRJNA48479	SAMN00067228	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5577
SRR062382	SRS051882	SRP002163	PRJNA48479	SAMN00071891	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5495
SRR062383	SRS019045	SRP002163	PRJNA48479	SAMN00040263	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5468
SRR062385	SRS019894	SRP002163	PRJNA48479	SAMN00041112	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5795
SRR062386	SRS014287	SRP002163	PRJNA48479	SAMN00035505	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4773
SRR062388	SRS014287	SRP002163	PRJNA48479	SAMN00035505	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4796
SRR062395	SRS062427	SRP002163	PRJNA48479	SAMN00081451	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6239
SRR062398	SRS062544	SRP002163	PRJNA48479	SAMN00081568	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6691
SRR062403	SRS014477	SRP002163	PRJNA48479	SAMN00035695	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5878
SRR062404	SRS019910	SRP002163	PRJNA48479	SAMN00041128	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4779
SRR062406	SRS050299	SRP002163	PRJNA48479	SAMN00070308	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5613
SRR062407	SRS050299	SRP002163	PRJNA48479	SAMN00070308	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5619
SRR062417	SRS064557	SRP002163	PRJNA48479	SAMN00083581	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6658
SRR062418	SRS064557	SRP002163	PRJNA48479	SAMN00083581	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6720
SRR062419	SRS014271	SRP002163	PRJNA48479	SAMN00035489	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5431
SRR062421	SRS014107	SRP002163	PRJNA48479	SAMN00035325	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4941
SRR062423	SRS062427	SRP002163	PRJNA48479	SAMN00081451	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6222
SRR062424	SRS014107	SRP002163	PRJNA48479	SAMN00035325	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4951
SRR062426	SRS011452	SRP002163	PRJNA48479	SAMN10658394	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	2955
SRR062427	SRS048870	SRP002163	PRJNA48479	SAMN00068879	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5725
SRR062428	SRS011452	SRP002163	PRJNA48479	SAMN10658394	WUGSC	2010-08-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	2919
SRR062433	SRS014271	SRP002163	PRJNA48479	SAMN00035489	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5410
SRR062446	SRS050752	SRP002163	PRJNA48479	SAMN00070761	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5994
SRR062447	SRS050752	SRP002163	PRJNA48479	SAMN00070761	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6024
SRR062456	SRS047219	SRP002163	PRJNA48479	SAMN00067228	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5562
SRR062457	SRS019582	SRP002163	PRJNA48479	SAMN00040800	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4781
SRR062460	SRS019910	SRP002163	PRJNA48479	SAMN00041128	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4611
SRR062466	SRS063985	SRP002163	PRJNA48479	SAMN00083009	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5664
SRR062467	SRS063985	SRP002163	PRJNA48479	SAMN00083009	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5669
